0,0.6668527910485044,
1,0.5202922707580357,
2,0.44277885347641466,
3,0.3404938776236985,
4,0.27038493762480753,
5,0.19902432803239006,
6,0.15462152954679984,
7,0.13210127856474227,
8,0.10727943069185843,
9,0.09068827499688238,
10,0.0714733836734667,
11,0.0574838459643968,
12,0.04799387049585669,
13,0.036345811221048914,
14,0.028034062891036934,
15,0.02247220251339608,
16,0.01690538105177845,
17,0.011756231991344625,
18,0.008626021630167617,
19,0.006081792244966777,
20,0.004131828465466935,
21,0.003009647446596909,
22,0.0022830085767230252,
23,0.0016870494049280782,
24,0.001172750624676878,
25,0.0007923769716160436,
26,0.0005919030796627519,
27,0.000473320369072725,
28,0.00039630971446964536,
29,0.0003373194725623461,
30,0.00029556798155926865,
31,0.00026664717803551,
32,0.0002455195423411061,
33,0.00022985431199910422,
34,0.00021630248568349936,
35,0.0002030975449594903,
36,0.00019049768849527707,
37,0.00017862129730101083,
38,0.00016779414817806918,
39,0.00015825876984151575,
40,0.0001501510678259989,
41,0.000143421065707406,
42,0.00013795766194164833,
43,0.00013354033521317796,
44,0.00012999148994468653,
45,0.0001271611099118812,
46,0.0001248738837707858,
47,0.00012301383522971807,
48,0.00012149680254622509,
49,0.000120243325221008,
50,0.0001191990948788227,
51,0.0001183299409249948,
