0,0.633357,0.642989
1,0.581258,0.6005
2,0.535646,0.563999
3,0.495611,0.532037
4,0.459869,0.504619
5,0.427996,0.480737
6,0.39945,0.459883
7,0.373787,0.441645
8,0.350643,0.42568
9,0.329678,0.41179
10,0.310568,0.395127
11,0.293181,0.378613
12,0.277182,0.368941
13,0.262632,0.355839
14,0.24916,0.346896
15,0.236889,0.337288
16,0.225471,0.330069
17,0.214716,0.322038
18,0.204692,0.316539
19,0.195633,0.312408
20,0.186829,0.306022
21,0.178827,0.303663
22,0.171621,0.296248
23,0.164662,0.294658
24,0.158144,0.290164
25,0.152407,0.284074
26,0.146601,0.280373
27,0.141027,0.278314
28,0.136316,0.273181
29,0.131648,0.270624
30,0.127701,0.266824
31,0.123575,0.263871
32,0.119673,0.260364
33,0.116048,0.256434
34,0.11214,0.253949
35,0.109155,0.251287
36,0.105718,0.250071
37,0.10328,0.248137
38,0.100169,0.247369
39,0.097698,0.246011
40,0.094922,0.244444
41,0.092902,0.24327
42,0.090481,0.242206
43,0.088733,0.240416
44,0.086557,0.239873
45,0.085159,0.238816
46,0.083168,0.238154
47,0.081662,0.238092
48,0.079643,0.237964
49,0.07851,0.237034
50,0.076847,0.237432
51,0.075576,0.237507
52,0.073843,0.237662
53,0.072898,0.236866
54,0.071382,0.236988
55,0.070457,0.23693
56,0.069467,0.235572
57,0.068078,0.235822
58,0.067273,0.235861
59,0.066137,0.235751
60,0.065044,0.235099
61,0.064011,0.235079
62,0.062957,0.235393
63,0.061982,0.234849
64,0.061085,0.234982
65,0.060456,0.234981
66,0.05963,0.235183
67,0.058847,0.233443
68,0.058082,0.233751
69,0.057334,0.232305
70,0.056188,0.230867
71,0.055488,0.229324
72,0.054959,0.229369
73,0.054292,0.229776
74,0.053712,0.229744
75,0.053082,0.228498
76,0.052132,0.227373
77,0.051682,0.226752
78,0.051184,0.227159
79,0.050594,0.227067
80,0.050009,0.226709
81,0.049603,0.227103
82,0.049109,0.226417
83,0.048665,0.227177
84,0.048202,0.226536
85,0.047581,0.225622
86,0.047211,0.225381
87,0.046805,0.225897
88,0.04646,0.22628
89,0.04606,0.225747
90,0.045676,0.226577
91,0.045299,0.226078
92,0.044943,0.226907
93,0.044615,0.226746
94,0.044291,0.225637
95,0.043957,0.226179
96,0.043479,0.225036
97,0.043186,0.224006
98,0.042896,0.224802
99,0.042605,0.22472
100,0.042128,0.225233
101,0.041716,0.224719
102,0.041453,0.223746
103,0.041197,0.223723
104,0.040819,0.223308
105,0.040469,0.223633
106,0.040219,0.223243
107,0.040002,0.22392
108,0.039765,0.223919
109,0.03953,0.223554
110,0.039267,0.223764
111,0.039051,0.223432
112,0.038826,0.223447
113,0.038625,0.224128
114,0.038413,0.224546
115,0.038178,0.224918
116,0.037976,0.224101
117,0.037767,0.224142
118,0.03754,0.224361
119,0.037344,0.224096
120,0.037149,0.224148
121,0.036821,0.223765
122,0.036606,0.224136
123,0.036423,0.223894
124,0.036144,0.223619
125,0.035973,0.22291
126,0.03579,0.222984
127,0.035631,0.223643
128,0.035472,0.223288
129,0.035299,0.223371
130,0.03514,0.222708
131,0.034945,0.222918
132,0.034796,0.222563
133,0.034628,0.223004
134,0.034483,0.22365
135,0.03434,0.223022
136,0.034108,0.223321
137,0.03397,0.223978
138,0.033838,0.223636
139,0.033679,0.223733
140,0.033546,0.223156
141,0.033343,0.223442
142,0.033251,0.223493
143,0.033063,0.223769
144,0.032854,0.224609
145,0.032705,0.225068
146,0.032621,0.225133
147,0.032511,0.224596
148,0.032317,0.225421
149,0.032237,0.225487
150,0.032097,0.225611
151,0.031996,0.225106
152,0.031917,0.225185
153,0.03174,0.22598
154,0.031581,0.226603
155,0.031444,0.227074
156,0.031373,0.227149
157,0.031245,0.227287
158,0.031157,0.227004
159,0.03109,0.227089
160,0.030942,0.227386
161,0.03082,0.22786
162,0.030661,0.228611
163,0.030599,0.228705
164,0.030484,0.229174
165,0.030406,0.228897
166,0.030261,0.229625
167,0.030148,0.229769
168,0.03009,0.229872
169,0.03002,0.229604
170,0.029912,0.230076
171,0.029858,0.230183
172,0.029736,0.230493
173,0.029602,0.231193
174,0.029499,0.231345
175,0.029457,0.231575
176,0.02939,0.230969
177,0.02935,0.231192
178,0.029239,0.231496
179,0.029114,0.232169
180,0.029015,0.232641
181,0.028939,0.232652
182,0.028874,0.232064
