0,0.645587,0.656226
1,0.606073,0.620959
2,0.571071,0.590959
3,0.540015,0.565102
4,0.511366,0.543903
5,0.486536,0.525486
6,0.462527,0.508859
7,0.441069,0.495673
8,0.422969,0.479565
9,0.405028,0.469272
10,0.388335,0.459911
11,0.374183,0.452294
12,0.359953,0.44193
13,0.347625,0.435954
14,0.335979,0.428929
15,0.324984,0.423019
16,0.31387,0.418984
17,0.304002,0.415824
18,0.295054,0.414015
19,0.286638,0.411503
20,0.278132,0.408672
21,0.270164,0.405461
22,0.262477,0.403346
23,0.256002,0.402873
24,0.249521,0.40231
25,0.242539,0.402832
26,0.23672,0.404242
27,0.230364,0.403845
28,0.22519,0.404841
29,0.219945,0.40483
30,0.213869,0.403077
31,0.208116,0.40408
32,0.202819,0.402908
33,0.198073,0.404122
34,0.19323,0.403283
35,0.189212,0.403677
36,0.185146,0.402393
37,0.181347,0.403637
38,0.177218,0.403174
39,0.173824,0.403245
40,0.170135,0.402426
41,0.166347,0.403804
42,0.162975,0.400209
43,0.160285,0.399922
44,0.157279,0.396692
45,0.154124,0.395296
46,0.151105,0.393109
47,0.147847,0.39432
48,0.14514,0.393308
49,0.142593,0.39431
50,0.140612,0.395245
51,0.138159,0.395281
52,0.136077,0.392933
53,0.133749,0.393887
54,0.131698,0.396438
55,0.129408,0.39766
56,0.127745,0.398966
57,0.125891,0.399112
58,0.123988,0.399387
59,0.121975,0.399735
60,0.120619,0.400831
61,0.118924,0.4004
62,0.117072,0.400061
63,0.11584,0.400934
64,0.114286,0.401975
65,0.112901,0.405265
66,0.111589,0.405565
67,0.110159,0.408952
68,0.1087,0.410253
69,0.107297,0.409844
70,0.105934,0.411828
71,0.104618,0.413135
72,0.103396,0.412014
73,0.102188,0.413368
74,0.101124,0.413806
75,0.100144,0.415494
76,0.098904,0.416744
77,0.097837,0.415407
78,0.096779,0.416785
79,0.095674,0.418105
80,0.094692,0.419468
81,0.093948,0.420577
82,0.093043,0.421936
83,0.091687,0.424188
84,0.091003,0.425302
85,0.089763,0.427151
86,0.08891,0.426877
87,0.088086,0.428746
88,0.087229,0.429573
89,0.08636,0.4312
90,0.085286,0.432888
91,0.084529,0.434034
92,0.083866,0.435845
93,0.083103,0.43742
94,0.082329,0.436962
95,0.081827,0.437667
96,0.081199,0.439167
97,0.080447,0.438432
98,0.079775,0.44
99,0.079201,0.440812
100,0.078629,0.442297
101,0.078029,0.442701
102,0.077269,0.443936
