0,0.5189115936477877,
1,0.30947090024715873,
2,0.2307748003568059,
3,0.17861800746956483,
4,0.15045033019247198,
5,0.135910812321292,
6,0.12393169874668446,
7,0.11251528049603006,
8,0.10269660953540187,
9,0.09317670083425746,
10,0.08660686177317099,
11,0.08133579818198752,
12,0.07697243139798728,
13,0.07305509844449389,
14,0.06920545067982774,
15,0.06529114026076374,
16,0.06104743761923769,
17,0.05616626669827561,
18,0.04982337388498616,
19,0.041101591081668394,
20,0.03064050884367855,
21,0.02041224988459539,
22,0.012633336033394164,
23,0.008162811318020732,
24,0.005955942382590572,
25,0.004806484687304376,
26,0.003873596285610083,
27,0.00304971866627826,
28,0.002414538011716581,
29,0.0019620254946226445,
30,0.0016018850245085477,
31,0.0012983841951472142,
32,0.0010312104494757334,
33,0.0007988300965253097,
34,0.0006045592818975518,
35,0.000451441417315326,
36,0.00033935613472927724,
37,0.0002603658345569015,
38,0.00020693687326799807,
39,0.00017199141825844516,
40,0.00014938319909162524,
41,0.00013489503857684688,
42,0.00012567015176411924,
43,0.00011978864024344761,
44,0.00011590170462674984,
45,0.00011340480901908416,
46,0.00011178414180438673,
47,0.00011071344847177128,
48,0.00010998512174689047,
49,0.00010946685619115951,
50,0.00010907451339860478,
51,0.00010875506593497692,
52,0.00010847230108545153,
53,0.00010821009637660737,
54,0.00010795804967810153,
55,0.00010770827381893051,
56,0.00010746130446912177,
57,0.00010721923358759597,
58,0.00010698338357895014,
59,0.0001067553993293694,
60,0.00010653682019125448,
61,0.00010632904020380829,
62,0.0001061330158143632,
63,0.0001059493187267719,
64,0.00010577816322322009,
65,0.00010561945835034327,
66,0.0001054728738020656,
67,0.00010533789557877941,
68,0.00010521392058811847,
69,0.00010510019396530182,
70,0.0001049959538125573,
